Name,Address,City,State,Zip Code,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
Chipotle Mexican Grill,55 Lake Havasu Ave S Ste M,City,Arizona,86403,US,34.47479665,-114.3455107,18119.0,48.7,43932.0,26218.0,2791.0,15.403719852088967
Chipotle Mexican Grill,5130 W Baseline Rd Ste 105 ,Laveen,Arizona,85339,US,33.37927,-112.16899939999999,46251.0,30.8,70759.0,24548.0,7710.0,16.66990983978725
Chipotle Mexican Grill,5940 W Arizona Pavillions Dr Ste 110,Marana,Arizona,85743,US,32.35488472,-111.091652,30217.0,41.9,73507.0,35919.0,1906.0,6.3077075818248005
Chipotle Mexican Grill,21423 N John Wayne Pkwy Ste 105,Maricopa,Arizona,85139,US,33.0735015,-112.0428503,,,,,,
Chipotle Mexican Grill,1229 E McKellips Rd Ste 102 ,Mesa,Arizona,85203,US,33.45106526,-111.80335690000001,39069.0,32.6,50953.0,24339.0,6481.0,16.588599657017074
Chipotle Mexican Grill,1335 S Alma School Rd Ste 105,Mesa,Arizona,85210,US,33.38960599,-111.85682720000001,40919.0,30.4,40811.0,20268.0,11112.0,27.1560888584765
Chipotle Mexican Grill,1411 S Power Rd Ste 103 ,Mesa,Arizona,85206,US,33.3898773,-111.68393590000002,36901.0,44.6,50741.0,29399.0,4805.0,13.021327335302566
Chipotle Mexican Grill,1955 S Signal Butte Rd Ste 101,Mesa,Arizona,85209,US,33.37942482,-111.600949,,,,,,
Chipotle Mexican Grill,2849 N Power Rd Ste 101 ,Mesa,Arizona,85215,US,33.46790531,-111.6834685,16929.0,54.8,70715.0,43638.0,1119.0,6.6099592415381885
Chipotle Mexican Grill,3440 E Baseline Rd Unit 104 ,Mesa,Arizona,85204,US,33.37966761,-111.7558129,69278.0,31.7,50801.0,20956.0,13707.0,19.785501890932185
